选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课教室,课程类型,上课时间
"18003017","专项训练与竞赛4","崂山校区","讲授","刘霞","3.0","96","39","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003036","专项训练与竞赛4","崂山校区","讲授","王伟","3.0","96","39","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(7-8节)",
"18003037","专项训练与竞赛4","崂山校区","讲授","王毅","3.0","96","39","","Specialty","1-17周 一(7-8节)",
"","","","","","","","","","Specialty","1-17周 三(10-11节)",
"","","","","","","","","","Specialty","1-17周 五(7-8节)",
"18003038","专项训练与竞赛4","崂山校区","讲授","霍鑫","3.0","96","39","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(7-8节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003039","专项训练与竞赛4","崂山校区","讲授","常晓峰","3.0","96","39","","Specialty","1-17周 三(5-8节)",
"","","","","","","","","","Specialty","1-17周 五(7-8节)",
"18003040","专项训练与竞赛4","崂山校区","讲授","刘蕊","3.0","96","39","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003041","专项训练与竞赛4","崂山校区","讲授","曹娜","3.0","96","39","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003051","专项训练与竞赛6","崂山校区","讲授","曹娜","3.0","96","40","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003052","专项训练与竞赛6","崂山校区","讲授","王伟","3.0","96","40","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(7-8节)",
"18003053","专项训练与竞赛6","崂山校区","讲授","王毅","3.0","96","40","","Specialty","1-17周 一(7-8节)",
"","","","","","","","","","Specialty","1-17周 三(10-11节)",
"","","","","","","","","","Specialty","1-17周 五(7-8节)",
"18003054","专项训练与竞赛6","崂山校区","讲授","霍鑫","3.0","96","40","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(7-8节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003055","专项训练与竞赛6","崂山校区","讲授","常晓峰","3.0","96","40","","Specialty","1-17周 三(5-8节)",
"","","","","","","","","","Specialty","1-17周 五(7-8节)",
"18003056","专项训练与竞赛6","崂山校区","讲授","刘蕊","3.0","96","40","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003006","专项体能训练2","崂山校区","讲授","王伟","2.0","64","46","","Specialty","1-17周 二(10-11节)",
"","","","","","","","","","Specialty","1-17周 五(10-11节)",
"18003018","专项体能训练2","崂山校区","讲授","刘霞","2.0","64","46","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(10-11节)",
"18003025","专项体能训练2","崂山校区","讲授","王毅","2.0","64","46","","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003026","专项体能训练2","崂山校区","讲授","霍鑫","2.0","64","46","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003027","专项体能训练2","崂山校区","讲授","常晓峰","2.0","64","46","","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003028","专项体能训练2","崂山校区","讲授","刘蕊","2.0","64","46","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(10-11节)",
"18003029","专项体能训练2","崂山校区","讲授","曹娜","2.0","64","46","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003005","专项教学训练理论与实践2","崂山校区","讲授","李强","13.0","416","46","","Specialty","1-17周 一(1-4节)",
"","","","","","","","","","Specialty","1-17周 一(5-8节)",
"","","","","","","","","","Specialty","1-17周 二(1-4节)",
"","","","","","","","","","Specialty","1-17周 二(5-8节)",
"","","","","","","","","","Specialty","1-17周 三(1-4节)",
"","","","","","","","","","Specialty","1-17周 三(5-8节)",
"","","","","","","","","","Specialty","1-17周 四(1节)",
"18003015","专项教学训练理论与实践4","崂山校区","讲授","李强","13.0","416","39","","Specialty","1-17周 一(1-4节)",
"","","","","","","","","","Specialty","1-17周 一(5-8节)",
"","","","","","","","","","Specialty","1-17周 二(1-4节)",
"","","","","","","","","","Specialty","1-17周 二(5-8节)",
"","","","","","","","","","Specialty","1-17周 三(1-4节)",
"","","","","","","","","","Specialty","1-17周 三(5-8节)",
"","","","","","","","","","Specialty","1-17周 四(1节)",
"18003049","专项教学训练理论与实践6","崂山校区","讲授","李强","13.0","416","40","","Specialty","1-17周 一(1-4节)",
"","","","","","","","","","Specialty","1-17周 一(5-8节)",
"","","","","","","","","","Specialty","1-17周 二(1-4节)",
"","","","","","","","","","Specialty","1-17周 二(5-8节)",
"","","","","","","","","","Specialty","1-17周 三(1-4节)",
"","","","","","","","","","Specialty","1-17周 三(5-8节)",
"","","","","","","","","","Specialty","1-17周 四(1节)",
"18003002","田径","崂山校区","讲授","程晓艳","2.0","64","46","","Specialty","1-17周 三(1-2节)",
"","","","","","","","","","Specialty","1-17周 五(1-2节)",
"18003001","竞赛组织与实践1","崂山校区","讲授","程晓艳","0.5","12","46","","Specialty","1-4周 五(10-11节)",
"18003009","竞赛组织与实践2","崂山校区","讲授","程晓艳","0.5","16","39","","Specialty","1-4周 五(10-11节)",
"18003042","竞赛组织与实践3","崂山校区","讲授","程晓艳","0.5","16","40","","Specialty","1-4周 五(10-11节)",
"18003016","专项体能训练4","崂山校区","讲授","刘霞","2.0","64","39","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(10-11节)",
"18003030","专项体能训练4","崂山校区","讲授","王伟","2.0","64","39","","Specialty","1-17周 二(10-11节)",
"","","","","","","","","","Specialty","1-17周 五(10-11节)",
"18003031","专项体能训练4","崂山校区","讲授","王毅","2.0","64","39","","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003032","专项体能训练4","崂山校区","讲授","霍鑫","2.0","64","39","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003033","专项体能训练4","崂山校区","讲授","常晓峰","2.0","64","39","","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003034","专项体能训练4","崂山校区","讲授","刘蕊","2.0","64","39","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(10-11节)",
"18003035","专项体能训练4","崂山校区","讲授","曹娜","2.0","64","39","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003050","专项体能训练6","崂山校区","讲授","曹娜","2.0","64","40","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003057","专项体能训练6","崂山校区","讲授","王伟","2.0","64","40","","Specialty","1-17周 二(10-11节)",
"","","","","","","","","","Specialty","1-17周 五(10-11节)",
"18003058","专项体能训练6","崂山校区","讲授","王毅","2.0","64","40","","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003059","专项体能训练6","崂山校区","讲授","霍鑫","2.0","64","40","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(5-6节)",
"18003060","专项体能训练6","崂山校区","讲授","常晓峰","2.0","64","40","","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"18003061","专项体能训练6","崂山校区","讲授","刘蕊","2.0","64","40","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(10-11节)",
"18003046","体育游戏与趣味田径","崂山校区","讲授","杨多","1.0","32","40","","Specialty","1-17周 二(1-2节)",
"18003010","篮球","崂山校区","讲授","王伟","2.0","64","39","","Specialty","1-17周 三(3-4节)",
"","","","","","","","","","Specialty","1-17周 四(3-4节)",
"18003008","健美操","崂山校区","讲授","杨多","1.0","32","39","","Specialty","1-17周 二(5-6节)",
"18003043","体适能理论与方法","崂山校区","讲授","常晓峰","2.0","32","40","","Specialty","1-17周 二(3-4节)",
"18003011","体育指导与训练2","崂山校区","讲授","李强","2.0","64","39","","Specialty","1-17周 六(1-4节)",
"18003047","体育指导与训练4","崂山校区","讲授","李强","2.0","64","40","","Specialty","1-17周 六(1-4节)",
"18003062","毕业设计（论文）","崂山校区","讲授","李强","8.0","0","51","","Specialty","1-17周",
"13001043","综合英语IV","崂山校区","讲授","吴炳章","4.0","64","25","7508","Specialty","1-17周 二(3-4节)",
"","","","","","","","","7510","Specialty","1-17周 四(3-4节)",
"13001044","综合英语IV","崂山校区","讲授","李祥云","4.0","64","25","7506","Specialty","1-17周 二(3-4节)",
"","","","","","","","","7508","Specialty","1-17周 四(3-4节)",
"13001045","综合英语IV","崂山校区","讲授","金浩","4.0","64","25","7505","Specialty","1-17周 二(3-4节)",
"","","","","","","","","7506","Specialty","1-17周 四(3-4节)",
"13001064","综合英语II","崂山校区","讲授","栾雪梅","4.0","64","25","7310","Specialty","1-17周 一(3-4节)",
"","","","","","","","","7310","Specialty","1-17周 四(3-4节)",
"13001065","综合英语II","崂山校区","讲授","李旭奎","4.0","64","25","7405","Specialty","1-17周 一(3-4节)",
"","","","","","","","","7405","Specialty","1-17周 四(3-4节)",
"13001066","综合英语II","崂山校区","讲授","辛彩娜","4.0","64","25","7408","Specialty","1-17周 一(3-4节)",
"","","","","","","","","7408","Specialty","1-17周 四(3-4节)",
"13001055","英语视听说II","崂山校区","讲授","张树筠","2.0","32","19","外院N411","Specialty","1-17周 二(3-4节)",
"13001056","英语视听说II","崂山校区","讲授","于丽","2.0","32","19","外院N306","Specialty","1-17周 二(1-2节)",
"13001057","英语视听说II","崂山校区","讲授","于丽","2.0","32","19","外院N306","Specialty","1-17周 二(3-4节)",
"13001058","英语视听说II","崂山校区","讲授","李璐","2.0","32","19","7510","Specialty","1-17周 二(3-4节)",
"13001059","英语演讲与辩论I","崂山校区","讲授","外教(英语)","2.0","32","25","7510","Specialty","1-17周 五(5-6节)",
"13001060","英语演讲与辩论I","崂山校区","讲授","外教(英语)","2.0","32","25","7510","Specialty","1-17周 五(3-4节)",
"13001061","英语演讲与辩论I","崂山校区","讲授","耿梓涵","2.0","32","25","7508","Specialty","1-17周 五(3-4节)",
"13001052","英语读写II","崂山校区","讲授","李潇辰","2.0","32","25","7510","Specialty","1-17周 一(1-2节)",
"13001053","英语读写II","崂山校区","讲授","李潇辰","2.0","32","25","7510","Specialty","1-17周 二(5-6节)",
"13001054","英语读写II","崂山校区","讲授","李潇辰","2.0","32","25","7510","Specialty","1-17周 二(7-8节)",
"13001028","英语读写IV","崂山校区","讲授","外教(英语)","2.0","32","25","7510","Specialty","1-17周 二(1-2节)",
"13001029","英语读写IV","崂山校区","讲授","张树筠","2.0","32","25","外院N411","Specialty","1-17周 二(1-2节)",
"13001030","英语读写IV","崂山校区","讲授","耿梓涵","2.0","32","25","7508","Specialty","1-17周 二(1-2节)",
"13001038","语言学导论","崂山校区","讲授","魏银霞","2.0","32","25","7310","Specialty","1-17周 一(5-6节)",
"13001039","语言学导论","崂山校区","讲授","魏银霞","2.0","32","25","7310","Specialty","1-17周 一(7-8节)",
"13001040","语言学导论","崂山校区","讲授","魏银霞","2.0","32","25","7310","Specialty","1-17周 二(7-8节)",
"13001035","英语文学导论","崂山校区","讲授","刘秀玉","2.0","32","75","7510","Specialty","1-17周 三(1-2节)",
"13005004","大学法语Ⅲ","崂山校区","讲授","王吉英","2.0","32","75","7410","Specialty","1-17周 一(3-4节)",
"13005006","大学法语Ⅰ","崂山校区","讲授","王吉英","2.0","32","25","7510","Specialty","1-17周 一(5-6节)",
"13004003","大学日语Ⅰ","崂山校区","讲授","陈琦佳","2.0","32","25","7506","Specialty","1-17周 一(5-6节)",
"13004002","大学日语Ⅲ","崂山校区","讲授","李瑞华","2.0","32","75","7508","Specialty","1-17周 一(3-4节)",
"13005005","大学德语Ⅰ","崂山校区","讲授","杨帆","2.0","32","25","7508","Specialty","1-17周 一(5-6节)",
"13005003","大学德语Ⅲ","崂山校区","讲授","杨帆","2.0","32","75","7510","Specialty","1-17周 一(3-4节)",
"13001062","英语语法","崂山校区","讲授","张国","2.0","32","37","7405","Specialty","1-17周 五(1-2节)",
"13001063","英语语法","崂山校区","讲授","郭恩华","2.0","32","37","7510","Specialty","1-17周 五(1-2节)",
"13001031","英语国家社会与文化","崂山校区","讲授","刘颖颖","2.0","32","38","7506","Specialty","1-17周 五(3-4节)",
"13001032","英语国家社会与文化","崂山校区","讲授","刘颖颖","2.0","32","38","7508","Specialty","1-17周 五(5-6节)",
"13001034","英语文体学","崂山校区","讲授","陈士法","2.0","32","75","7405","Specialty","1-17周 三(3-4节)",
"13001048","西方文学史","崂山校区","讲授","外教(英语)","2.0","32","74","7410","Specialty","1-17周 三(1-2节)",
"13001033","英语散文选读","崂山校区","讲授","滕梅","2.0","32","75","7310","Specialty","1-17周 一(1-2节)",
"13001050","英语词汇学","崂山校区","讲授","陈颖","2.0","32","37","7508","Specialty","1-17周 三(3-4节)",
"13001051","英语词汇学","崂山校区","讲授","陈颖","2.0","32","37","7510","Specialty","1-17周 三(5-6节)",
"14001059","大学生职业发展教育Ⅲ","崂山校区","讲授","吉晓莉","1.0","16","150","","Specialty","1-8周 五(3-4节)",
"14001022","现代汉语Ⅰ","崂山校区","讲授","刘一梦","4.0","68","100","5505","Specialty","1-17周 三(5-6节)",
"","","","","","","","","5505","Specialty","1-17周 四(1-2节)",
"14001020","文学概论Ⅰ","崂山校区","讲授","郭玉越","3.0","50","100","5505","Specialty","1-17周 一(10-12节)",
