选课号,课程,开课校区,授课方式,授课老师,学分,总学时,限选人数,上课教室,课程类型,上课时间
"24000002","海上调查实习","崂山校区","讲授","赵栋梁","4.0","128","43","","Specialty","1-17周",
"24000005","科研训练","崂山校区","讲授","赵栋梁","5.0","160","43","","Specialty","1-17周",
"24000003","海外实习","崂山校区","讲授","赵栋梁","3.0","96","43","","Specialty","1-17周",
"24000004","科技论文写作与学术报告","崂山校区","讲授","赵栋梁","2.0","64","43","","Specialty","1-17周",
"24000001","毕业论文","崂山校区","讲授","赵栋梁","6.0","192","43","","Specialty","1-17周",
"22000051","数学IB","崂山校区","讲授","刘晓东","4.0","64","161","","Specialty","1-17周 一(3-4节)",
"","","","","","","","","4501","Specialty","1-17周 三(1-2节)",
"22000052","物理","崂山校区","讲授","王姗姗","3.0","48","85","5605","Specialty","1-17周 一(5-7节)",
"22000069","物理","崂山校区","讲授","王姗姗","3.0","48","76","","Specialty","1-17周 三(5-7节)",
"22000062","有机化学","崂山校区","讲授","赵宇","4.0","64","85","","Specialty","1-17周 三(3-4节)",
"","","","","","","","","5605","Specialty","1-17周 五(3-4节)",
"22000079","有机化学","崂山校区","讲授","邵锋","4.0","64","76","5605","Specialty","1-17周 二(1-2节)",
"","","","","","","","","5605","Specialty","1-17周 四(1-2节)",
"22000053","物理实验","崂山校区","讲授","张明佳","1.5","48","32","","Specialty","2-17周 六(2-4节)",
"22000054","物理实验","崂山校区","讲授","张明佳","1.5","48","32","","Specialty","2-17周 六(5-6节)",
"22000055","物理实验","崂山校区","讲授","张明佳","1.5","48","32","","Specialty","2-17周 六(7-9节)",
"22000070","物理实验","崂山校区","讲授","梁岩","1.5","48","32","","Specialty","2-17周 六(5-6节)",
"22000071","物理实验","崂山校区","讲授","梁岩","1.5","48","32","","Specialty","2-17周 六(7-9节)",
"22000084","大学物理实验1","崂山校区","讲授","张明佳","1.5","48","32","","Specialty","1-17周 六(10-12节)",
"22000085","大学物理实验1","崂山校区","讲授","梁岩","1.5","48","32","","Specialty","1-17周 六(2-4节)",
"22000086","大学物理实验1","崂山校区","讲授","梁岩","1.5","48","32","","Specialty","1-17周 六(10-12节)",
"22000087","大学物理实验1","崂山校区","讲授","赵佩","1.5","48","32","","Specialty","1-17周 六(2-4节)",
"22000001","ADAS自动驾驶入门实践","崂山校区","讲授","常晨","2.0","32","12","","Specialty","3-10周 二(5-8节)",
"22000104","大学生职业发展教育Ⅰ","崂山校区","讲授","李晓彤","0.5","8","40","","Specialty","2-5周 一(7-8节)",
"22000105","大学生职业发展教育Ⅰ","崂山校区","讲授","翟永庆","0.5","8","40","2702（海德）","Specialty","2-5周 五(7-8节)",
"22000106","大学生职业发展教育Ⅰ","崂山校区","讲授","黄莺","0.5","8","40","2704（海德）","Specialty","2-5周 五(7-8节)",
"22000049","科学素养-进程与实践","崂山校区","讲授","隗健凯 外聘(海德)","3.0","48","85","2703","Specialty","1-17周 二(3-4节)",
"","","","","","","","","2703","Specialty","1-17周 五(5-6节)",
"22000067","科学素养-进程与实践","崂山校区","讲授","外聘(海德)","3.0","48","76","","Specialty","1-17周 二(3-4节)",
"","","","","","","","","6001","Specialty","1-17周 五(5-6节)",
"22000089","科学素养-进程与实践","崂山校区","讲授","范中平","3.0","48","130","","Specialty","1-17周 二(3-4节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"22000023","分子生物学","崂山校区","讲授","王冬梅","3.0","48","30","","Specialty","1-17周 二(7-9节)",
"22000100","分子生物学","崂山校区","讲授","高珊 阎莹 苏颖","3.0","48","29","","Specialty","1-17周 一(7-9节)",
"22000101","分子生物学","崂山校区","讲授","高珊 阎莹 苏颖","3.0","48","29","","Specialty","1-17周 二(7-9节)",
"22000003","生物统计学","崂山校区","讲授","外聘(海德)","3.5","64","78","5605","Specialty","1-17周 一(3-4节)",
"","","","","","","","","5605","Specialty","1-17周 四(3-4节)",
"22000050","生物学Ⅱ","崂山校区","讲授","刘晓收 郭萃 张祎","4.0","64","91","5605","Specialty","1-17周 二(5-6节)",
"","","","","","","","","5605","Specialty","1-17周 三(5-6节)",
"22000056","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","29","2504（海德）","Specialty","1-17周 四(3-4节)",
"22000057","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","28","2506（海德）","Specialty","1-17周 二(7-8节)",
"22000058","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","28","2701（海德）","Specialty","1-17周 三(7-8节)",
"22000072","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","28","2504（海德）","Specialty","1-17周 三(3-4节)",
"22000073","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","25","2704（海德）","Specialty","1-17周 五(3-4节)",
"22000074","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","23","2702（海德）","Specialty","1-17周 二(5-6节)",
"22000092","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","32","2702（海德）","Specialty","1-17周 一(5-6节)",
"22000093","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","35","2704（海德）","Specialty","1-17周 三(5-6节)",
"22000094","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","33","","Specialty","1-17周 四(3-4节)",
"22000095","学术技能工作坊II","崂山校区","讲授","外聘(海德)","1.0","32","28","","Specialty","1-17周 二(7-8节)",
"22000005","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","26","2504（海德）","Specialty","1-17周 二(3-4节)",
"22000006","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","25","2506（海德）","Specialty","1-17周 二(3-4节)",
"22000007","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","27","2701（海德）","Specialty","1-17周 二(3-4节)",
"22000012","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","24","2504（海德）","Specialty","1-17周 一(5-6节)",
"22000013","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","28","2506（海德）","Specialty","1-17周 一(5-6节)",
"22000014","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","25","2701（海德）","Specialty","1-17周 一(5-6节)",
"22000018","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","29","2504（海德）","Specialty","1-17周 四(1-2节)",
"22000019","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","31","2506（海德）","Specialty","1-17周 四(1-2节)",
"22000020","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","32","2701（海德）","Specialty","1-17周 四(1-2节)",
"22000021","学术文化与科研技能项目Ⅱ","崂山校区","讲授","外聘(海德)","1.0","32","32","2702（海德）","Specialty","1-17周 四(1-2节)",
"22000059","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","29","2504（海德）","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 三(7-8节)",
"","","","","","","","","2504（海德）","Specialty","1-17周 五(7-8节)",
"22000060","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","28","","Specialty","1-17周 三(7-8节)",
"","","","","","","","","2506（海德）","Specialty","1-17周 四(3-4节)",
"","","","","","","","","2506（海德）","Specialty","1-17周 五(7-8节)",
"22000061","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","28","2701（海德）","Specialty","1-17周 二(7-8节)",
"","","","","","","","","2701（海德）","Specialty","1-17周 四(3-4节)",
"","","","","","","","","2701（海德）","Specialty","1-17周 五(7-8节)",
"22000075","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","28","","Specialty","1-17周 一(7-8节)",
"","","","","","","","","","Specialty","1-17周 二(5-6节)",
"","","","","","","","","2504（海德）","Specialty","1-17周 五(3-4节)",
"22000076","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","25","2704（海德）","Specialty","1-17周 一(7-8节)",
"","","","","","","","","2704（海德）","Specialty","1-17周 二(5-6节)",
"","","","","","","","","2704（海德）","Specialty","1-17周 三(3-4节)",
"22000077","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","23","2702（海德）","Specialty","1-17周 一(7-8节)",
"","","","","","","","","2702（海德）","Specialty","1-17周 三(3-4节)",
"","","","","","","","","2702（海德）","Specialty","1-17周 五(3-4节)",
"22000096","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","32","2702（海德）","Specialty","1-17周 二(7-8节)",
"","","","","","","","","2702（海德）","Specialty","1-17周 三(5-6节)",
"","","","","","","","","2702（海德）","Specialty","1-17周 四(3-4节)",
"22000097","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","35","2704（海德）","Specialty","1-17周 一(5-6节)",
"","","","","","","","","2704（海德）","Specialty","1-17周 二(7-8节)",
"","","","","","","","","2704（海德）","Specialty","1-17周 四(3-4节)",
"22000098","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","33","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 二(7-8节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"22000099","学术英语与沟通II","崂山校区","讲授","外聘(海德)","3.0","96","28","","Specialty","1-17周 一(5-6节)",
"","","","","","","","","","Specialty","1-17周 三(5-6节)",
"","","","","","","","","","Specialty","1-17周 四(3-4节)",
"22000028","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","31","2504（海德）","Specialty","1-17周 一(3-4节)",
"","","","","","","","","2702（海德）","Specialty","1-17周 二(3-4节)",
"","","","","","","","","2504（海德）","Specialty","1-17周 三(5-6节)",
"22000029","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","29","2506（海德）","Specialty","1-17周 一(3-4节)",
"","","","","","","","","2704（海德）","Specialty","1-17周 二(3-4节)",
"","","","","","","","","2506（海德）","Specialty","1-17周 三(5-6节)",
"22000030","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","29","2701（海德）","Specialty","1-17周 一(3-4节)",
"","","","","","","","","","Specialty","1-17周 二(3-4节)",
"","","","","","","","","2701（海德）","Specialty","1-17周 三(5-6节)",
"22000036","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","24","2504（海德）","Specialty","1-17周 一(7-8节)",
"","","","","","","","","2504（海德）","Specialty","1-17周 二(5-6节)",
"","","","","","","","","2504（海德）","Specialty","1-17周 五(5-6节)",
"22000037","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","23","2506（海德）","Specialty","1-17周 一(7-8节)",
"","","","","","","","","2506（海德）","Specialty","1-17周 二(5-6节)",
"","","","","","","","","2506（海德）","Specialty","1-17周 五(5-6节)",
"22000038","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","23","2701（海德）","Specialty","1-17周 一(7-8节)",
"","","","","","","","","2701（海德）","Specialty","1-17周 二(5-6节)",
"","","","","","","","","2701（海德）","Specialty","1-17周 五(5-6节)",
"22000044","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","33","2702（海德）","Specialty","1-17周 一(3-4节)",
"","","","","","","","","2702（海德）","Specialty","1-17周 三(8-9节)",
"","","","","","","","","2702（海德）","Specialty","1-17周 五(5-6节)",
"22000045","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","36","2704（海德）","Specialty","1-17周 一(3-4节)",
"","","","","","","","","2704（海德）","Specialty","1-17周 三(8-9节)",
"","","","","","","","","2704（海德）","Specialty","1-17周 五(5-6节)",
"22000046","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","34","","Specialty","1-17周 一(3-4节)",
"","","","","","","","","2504（海德）","Specialty","1-17周 三(8-9节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"22000047","学术英语与沟通IV","崂山校区","讲授","外聘(海德)","3.0","96","29","","Specialty","1-17周 一(3-4节)",
"","","","","","","","","2506（海德）","Specialty","1-17周 三(8-9节)",
"","","","","","","","","","Specialty","1-17周 五(5-6节)",
"22000024","分子生物学实验","鱼山校区","讲授","王冬梅","1.0","32","30","","Specialty","1-17周 六(1-4节)",
"22000025","分子生物学实验","鱼山校区","讲授","汪小龙","1.0","32","29","","Specialty","1-17周 六(5-8节)",
"22000026","分子生物学实验","鱼山校区","讲授","汪小龙","1.0","32","29","","Specialty","1-17周 六(5-8节)",
"22000027","免疫学与病毒学","崂山校区","讲授","汪岷 梁彦韬 刘振辉","3.0","48","88","2703","Specialty","1-17周 二(1-2节)",
"","","","","","","","","2703","Specialty","1-17周 四(1-2节)",
"22000022","代谢生物化学","崂山校区","讲授","杨立昆 外聘(海德)","3.0","48","88","2703","Specialty","1-17周 三(3-4节)",
"","","","","","","","","2703","Specialty","1-17周 五(3-4节)",
"22000002","传染病学","崂山校区","讲授","刘振辉 外聘(海德)","3.0","48","78","6001","Specialty","1-17周 二(5-6节)",
"","","","","","","","","6001","Specialty","1-17周 五(3-4节)",
"22000004","细胞工程学","崂山校区","讲授","郭华荣","2.0","32","78","5605","Specialty","1-17周 三(3-4节)",
"22000078","药食同源食物概论","崂山校区","讲授","汪明明","2.0","32","76","2505","Specialty","1-17周 一(5-6节)",
"22000032","人体生理学概论","崂山校区","讲授","唐庆娟 张恬恬","2.0","32","78","6001","Specialty","1-17周 一(3-4节)",
"22000031","代谢生物化学","崂山校区","讲授","刘炳杰 张莉 外聘(海德)","3.0","48","70","6001","Specialty","1-17周 三(3-4节)",
"","","","","","","","","","Specialty","1-17周 五(3-4节)",
"22000011","食品加工与开发实验","西海岸校区","讲授","董士远","2.0","64","26","","Specialty","1-17周 六(1-4节)",
"","","","","","","","","","Specialty","1-17周 六(5-8节)",
"22000102","食品加工与开发实验","西海岸校区","讲授","董士远","2.0","64","26","","Specialty","1-17周 六(1-4节)",
"","","","","","","","","","Specialty","1-17周 六(5-8节)",
"22000103","食品加工与开发实验","西海岸校区","讲授","董士远","2.0","64","26","","Specialty","1-17周 六(1-4节)",
"","","","","","","","","","Specialty","1-17周 六(5-8节)",
"22000039","营养学Ⅱ","崂山校区","讲授","于繁千惠 外聘(海德)","3.0","48","70","2505","Specialty","1-17周 二(3-4节)",
"","","","","","","","","2505","Specialty","1-17周 四(3-4节)",
"22000033","食品微生物学","崂山校区","讲授","孔青 朱常亮","3.0","48","35","","Specialty","1-17周 一(5-6节)单",
"","","","","","","","","","Specialty","1-17周 六(1-4节)双",
"22000034","食品微生物学","崂山校区","讲授","孔青 朱常亮","3.0","48","35","","Specialty","1-17周 一(5-6节)单",
"","","","","","","","","","Specialty","1-17周 六(5-8节)双",
"22000010","食品加工工艺学","崂山校区","讲授","董士远","3.0","48","77","2505","Specialty","1-17周 五(5-7节)",
"22000008","公共健康营养","崂山校区","讲授","外聘(海德)","3.0","48","77","2505","Specialty","1-17周 三(3-4节)",
"","","","","","","","","2505","Specialty","1-17周 五(3-4节)",
"22000009","食品产品开发","崂山校区","讲授","于繁千惠","3.0","48","77","2505","Specialty","1-12周 二(1-2节)",
"","","","","","","","","2505","Specialty","1-12周 四(1-2节)",
"22000083","大学物理Ⅲ1","崂山校区","讲授","王峰","3.0","48","128","6001","Specialty","1-17周 六(5-7节)",
"22000088","高等代数Ⅱ","崂山校区","讲授","陈春光","4.0","64","132","","Specialty","1-17周 一(1-2节)",
"","","","","","","","","","Specialty","1-17周 三(1-2节)",
"22000040","复变函数","崂山校区","讲授","李效敏","4.0","64","141","","Specialty","1-17周 三(3-4节)",
"","","","","","","","","","Specialty","1-17周 五(3-4节)",
"22000041","实变函数","崂山校区","讲授","石岩月","3.0","48","144","","Specialty","1-17周 三(5-7节)",
"22000090","数学分析Ⅱ","崂山校区","讲授","范中平","4.0","64","152","","Specialty","1-17周 二(1-2节)",
"","","","","","","","","4501","Specialty","1-17周 五(3-4节)",
"22000035","统计分析与建模","崂山校区","讲授","吕可波","3.0","48","70","6001","Specialty","5-17周 一(1-2节)",
"","","","","","","","","6001","Specialty","5-17周 三(1-2节)",
"22000091","统计分析与建模","崂山校区","讲授","吕可波","3.0","48","72","","Specialty","5-17周 一(3-4节)",
"","","","","","","","","","Specialty","5-17周 三(3-4节)",
"22000042","数值方法","崂山校区","讲授","付凯 外聘(海德)","3.0","48","154","4501","Specialty","1-17周 二(1-2节)",
"","","","","","","","","4501","Specialty","1-17周 四(1-2节)",
"22000048","优化与运筹学","崂山校区","讲授","刘彬 外聘(海德)","3.0","48","150","4501","Specialty","1-17周 二(3-4节)",
"","","","","","","","","4501","Specialty","1-17周 四(3-4节)",
"22000015","时间序列分析","崂山校区","讲授","类淑河","3.0","64","124","4501","Specialty","1-17周 三(5-6节)",
"","","","","","","","","4501","Specialty","1-17周 五(5-6节)",
"22000016","数据科学","崂山校区","讲授","李芙蓉 外聘(海德)","3.0","48","124","4501","Specialty","1-17周 一(3-4节)",
"","","","","","","","","4501","Specialty","1-17周 三(3-4节)",
"22000043","统计建模与推断","崂山校区","讲授","张俣","3.0","48","145","4501","Specialty","1-17周 二(10-12节)",
"22000017","统计建模","崂山校区","讲授","吕可波","3.0","48","124","6001","Specialty","5-17周 二(3-4节)",
"","","","","","","","","6001","Specialty","5-17周 四(3-4节)",
"82003004","虚拟课程(排课用)","崂山校区","讲授","排课选课","1.0","16","0","8101","PublicBasic","1-17周 六(5-8节)",
"","","","","","","","","6312（研讨）","PublicBasic","1-17周 六(1-4节)",
"","","","","","","","","8101","PublicBasic","1-17周 四(5-6节)",
"","","","","","","","","8101","PublicBasic","1-17周 六(1-4节)",
"19000129","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","毕凤晓","6.0","112","130","3310","PublicBasic","1-17周 四(3-4节)单",
"","","","","","","","","3310","PublicBasic","1-17周 一(5-6节)",
"","","","","","","","","3310","PublicBasic","1-17周 三(5-6节)",
"19000130","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","毕凤晓","6.0","112","130","3310","PublicBasic","1-17周 一(7-8节)",
"","","","","","","","","3310","PublicBasic","1-17周 三(7-8节)",
"","","","","","","","","3310","PublicBasic","1-17周 四(1-2节)单",
"19000131","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","杨智雄","6.0","112","130","3410","PublicBasic","1-17周 四(3-4节)单",
"","","","","","","","","3410","PublicBasic","1-17周 三(5-6节)",
"","","","","","","","","3410","PublicBasic","1-17周 一(5-6节)",
"19000132","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","杨智雄","6.0","112","130","3410","PublicBasic","1-17周 四(1-2节)单",
"","","","","","","","","3410","PublicBasic","1-17周 三(7-8节)",
"","","","","","","","","3410","PublicBasic","1-17周 一(7-8节)",
"19000133","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","黄鹏","6.0","112","130","7001","PublicBasic","1-17周 三(3-4节)",
"","","","","","","","","7001","PublicBasic","1-17周 一(3-4节)",
"","","","","","","","","7001","PublicBasic","1-17周 五(3-4节)双",
"19000134","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","黄鹏","6.0","112","130","7001","PublicBasic","1-17周 五(5-6节)双",
"","","","","","","","","7001","PublicBasic","1-17周 三(5-6节)",
"","","","","","","","","7001","PublicBasic","1-17周 一(5-6节)",
"19000135","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","贾岱铮","6.0","112","130","7001","PublicBasic","1-17周 五(1-2节)双",
"","","","","","","","","7001","PublicBasic","1-17周 四(3-4节)",
"","","","","","","","","7001","PublicBasic","1-17周 一(1-2节)",
"19000136","“毛泽东&习近平”概论（选课用）","崂山校区","讲授","卞秀瑜","6.0","112","130","4201","PublicBasic","1-17周 五(7-8节)",
"","","","","","","","","4201","PublicBasic","1-17周 二(7-9节)",
"19000147","“毛泽东&习近平”概论（选课用）","鱼山校区","讲授","荆友奎 薛晓明","6.0","112","75","0102","PublicBasic","1-17周 一(5-6节)",
"","","","","","","","","0102","PublicBasic","1-17周 三(5-6节)",
"","","","","","","","","0102","PublicBasic","1-17周 五(5-6节)单",
"19000148","“毛泽东&习近平”概论（选课用）","鱼山校区","讲授","荆友奎 薛晓明","6.0","112","75","0102","PublicBasic","1-17周 一(7-8节)",
"","","","","","","","","0102","PublicBasic","1-17周 三(7-8节)",
"","","","","","","","","0102","PublicBasic","1-17周 五(7-8节)单",
"19000149","“毛泽东&习近平”概论（选课用）","鱼山校区","讲授","李艳霞","6.0","112","75","0102","PublicBasic","1-17周 一(1-2节)",
"","","","","","","","","0102","PublicBasic","1-17周 三(1-2节)",
"","","","","","","","","0102","PublicBasic","1-17周 五(1-2节)单",
"19000150","“毛泽东&习近平”概论（选课用）","鱼山校区","讲授","李艳霞","6.0","112","75","0102","PublicBasic","1-17周 五(3-4节)单",
"","","","","","","","","0102","PublicBasic","1-17周 一(3-4节)",
"","","","","","","","","0102","PublicBasic","1-17周 三(3-4节)",
"19000163","“毛泽东&习近平”概论（选课用）","西海岸校区","讲授","黄盛","6.0","112","75","南107/106","PublicBasic","1-17周 五(3-4节)",
"","","","","","","","","南107/106","PublicBasic","1-17周 二(1-2节)",
"","","","","","","","","南107/106","PublicBasic","1-17周 三(3-4节)单",
"19000164","“毛泽东&习近平”概论（选课用）","西海岸校区","讲授","黄盛","6.0","112","75","南107/106","PublicBasic","1-17周 三(1-2节)单",
"","","","","","","","","南107/106","PublicBasic","1-17周 五(1-2节)",
"","","","","","","","","南107/106","PublicBasic","1-17周 二(3-4节)",
"19000165","“毛泽东&习近平”概论（选课用）","西海岸校区","讲授","李壮","6.0","112","75","南107/106","PublicBasic","1-17周 一(1-2节)",
"","","","","","","","","南105/104","PublicBasic","1-17周 二(3-4节)",
"","","","","","","","","南107/106","PublicBasic","1-17周 三(1-2节)双",
"19000166","“毛泽东&习近平”概论（选课用）","西海岸校区","讲授","李壮","6.0","112","75","南105/104","PublicBasic","1-17周 二(1-2节)",
"","","","","","","","","南107/106","PublicBasic","1-17周 三(3-4节)双",
"","","","","","","","","南107/106","PublicBasic","1-17周 一(3-4节)",
"01001050","海洋学2","崂山校区","讲授","王辉","3.0","48","50","7105","PublicBasic","1-17周 三(5-7节)",
"01001052","海洋学2","鱼山校区","讲授","李磊","3.0","48","80","0201","PublicBasic","1-17周 三(5-7节)",
"01001051","海洋学3","崂山校区","讲授","孙建","2.0","32","150","3410","PublicBasic","1-17周 一(3-4节)",
"09001001","工程制图","崂山校区","讲授","金玉丽","3.0","48","80","2703","PublicBasic","1-17周 一(5-7节)",
"09001002","工程制图","崂山校区","讲授","金玉丽","3.0","48","80","2505","PublicBasic","1-17周 二(5-7节)",
"09001003","工程制图","崂山校区","讲授","宋丽娜","3.0","48","80","2703","PublicBasic","1-17周 二(5-7节)",
"09001004","工程制图","崂山校区","讲授","宋丽娜","3.0","48","80","2703","PublicBasic","1-17周 三(5-7节)",
"09001005","工程制图","西海岸校区","讲授","张千里","3.0","48","50","南230/229","PublicBasic","1-17周 二(7-9节)",
"19000017","中国近现代史纲要","崂山校区","讲授","张吉舜","3.0","64","70","7102","PublicBasic","1-17周 一(1-2节)",
"19000018","中国近现代史纲要","崂山校区","讲授","张吉舜","3.0","64","70","7102","PublicBasic","1-17周 一(3-4节)",
"19000019","中国近现代史纲要","崂山校区","讲授","景菲菲","3.0","64","70","7102","PublicBasic","1-17周 一(5-6节)",
"19000020","中国近现代史纲要","崂山校区","讲授","景菲菲","3.0","64","70","7102","PublicBasic","1-17周 一(7-8节)",
"19000021","中国近现代史纲要","崂山校区","讲授","蔡勤禹","3.0","64","70","7202","PublicBasic","1-17周 一(5-6节)",
"19000022","中国近现代史纲要","崂山校区","讲授","蔡勤禹","3.0","64","70","7202","PublicBasic","1-17周 一(7-8节)",
"19000023","中国近现代史纲要","崂山校区","讲授","张运君","3.0","64","70","7102","PublicBasic","1-17周 二(1-2节)",
"19000024","中国近现代史纲要","崂山校区","讲授","张运君","3.0","64","70","7102","PublicBasic","1-17周 二(3-4节)",
"19000025","中国近现代史纲要","崂山校区","讲授","曹书林","3.0","64","70","7202","PublicBasic","1-17周 二(3-4节)",
"19000026","中国近现代史纲要","崂山校区","讲授","曹书林","3.0","64","70","7202","PublicBasic","1-17周 二(5-6节)",
"19000027","中国近现代史纲要","崂山校区","讲授","魏鹤鸣","3.0","64","70","7102","PublicBasic","1-17周 二(5-6节)",
"19000028","中国近现代史纲要","崂山校区","讲授","魏鹤鸣","3.0","64","70","7102","PublicBasic","1-17周 二(7-8节)",
"19000029","中国近现代史纲要","崂山校区","讲授","王洪兵","3.0","64","70","7102","PublicBasic","1-17周 三(5-6节)",
"19000030","中国近现代史纲要","崂山校区","讲授","王洪兵","3.0","64","70","7102","PublicBasic","1-17周 三(7-8节)",
"19000031","中国近现代史纲要","崂山校区","讲授","魏坡","3.0","64","70","7304","PublicBasic","1-17周 三(5-6节)",
"19000032","中国近现代史纲要","崂山校区","讲授","魏坡","3.0","64","70","7304","PublicBasic","1-17周 三(7-8节)",
"19000033","中国近现代史纲要","崂山校区","讲授","王绪杰","3.0","64","70","7102","PublicBasic","1-17周 四(1-2节)",
"19000034","中国近现代史纲要","崂山校区","讲授","王绪杰","3.0","64","70","7102","PublicBasic","1-17周 四(3-4节)",
"19000035","中国近现代史纲要","崂山校区","讲授","梁山","3.0","64","70","7104","PublicBasic","1-17周 四(1-2节)",
"19000036","中国近现代史纲要","崂山校区","讲授","梁山","3.0","64","70","7104","PublicBasic","1-17周 四(3-4节)",
"19000037","中国近现代史纲要","崂山校区","讲授","赵晶","3.0","64","70","7204","PublicBasic","1-17周 四(3-4节)",
"19000038","中国近现代史纲要","崂山校区","讲授","赵晶","3.0","64","70","7204","PublicBasic","1-17周 五(3-4节)",
"19000039","中国近现代史纲要","崂山校区","讲授","张岳红","3.0","64","70","5402","PublicBasic","1-17周 四(3-4节)",
"19000040","中国近现代史纲要","崂山校区","讲授","张岳红","3.0","64","70","5402","PublicBasic","1-17周 五(5-6节)",
"19000041","中国近现代史纲要","崂山校区","讲授","刘永祥","3.0","64","70","7102","PublicBasic","1-17周 五(1-2节)",
"19000042","中国近现代史纲要","崂山校区","讲授","刘永祥","3.0","64","70","7102","PublicBasic","1-17周 五(3-4节)",
"19000043","中国近现代史纲要","崂山校区","讲授","刘希洋","3.0","64","70","7102","PublicBasic","1-17周 五(5-6节)",
"19000044","中国近现代史纲要","崂山校区","讲授","刘希洋","3.0","64","70","7102","PublicBasic","1-17周 五(7-8节)",
"19000045","中国近现代史纲要","崂山校区","讲授","孙笑颜","3.0","64","70","7104","PublicBasic","1-17周 五(5-6节)",
"19000046","中国近现代史纲要","崂山校区","讲授","孙笑颜","3.0","64","70","7104","PublicBasic","1-17周 五(7-8节)",
"19000144","中国近现代史纲要","鱼山校区","讲授","刘永祥","3.0","64","80","0104","PublicBasic","1-17周 三(3-4节)",
"19000160","中国近现代史纲要","西海岸校区","讲授","王绪杰","3.0","64","60","南216/215","PublicBasic","1-17周 三(3-4节)",
"19000001","思想道德与法治","崂山校区","讲授","曹晟旻","3.0","48","100","3208","PublicBasic","1-17周 一(5-7节)",
"19000002","思想道德与法治","崂山校区","讲授","曹晟旻","3.0","48","100","3208","PublicBasic","1-17周 二(5-7节)",
"19000003","思想道德与法治","崂山校区","讲授","孙艺格","3.0","48","100","3308","PublicBasic","1-17周 一(5-7节)",
"19000004","思想道德与法治","崂山校区","讲授","孙艺格","3.0","48","100","3308","PublicBasic","1-17周 二(5-7节)",
"19000005","思想道德与法治","崂山校区","讲授","董振娟","3.0","48","100","7101","PublicBasic","1-17周 二(5-7节)",
"19000006","思想道德与法治","崂山校区","讲授","董振娟","3.0","48","100","7101","PublicBasic","1-17周 三(5-7节)",
